fips,NH3_2011,NOX_2011,SO2_2011,VOC_2011,PM25_2011
22111,4771.8,6393.7,14577,2570,22437.55
22113,16432,3321.7,21734,2248.8,30802.92
22115,12727,2574.9,15378,1209.4,18120.61
22117,5982,3579.5,23432,2653.1,37379.25
22119,24078,5299.6,13146,2460.3,26181.83
22121,4709.5,6174.2,39728,7371.2,51577.8
22123,3272.5,3229,17490,1557.2,23363.8
22125,4042.4,2338,14764,1430.2,21424.27
22127,14207,4769.3,12871,1844.5,21117.71
23001,28721,285.15,13181,2082.1,15943.94
23003,1134,112.51,4045.7,305.59,4358.285
23005,22289,317.05,21674,3112.3,20067.74
23007,5354,291.85,9717.2,941.45,7577.824
23009,2392.1,181.62,7018.2,584.28,5182.455
23011,33399,276.62,13745,2132.5,17692.98
23013,26096,277.21,9874.2,1685.3,11914.75
23015,31368,295.26,11450,1989.3,15882.63
23017,11662,332.38,12924,1430,12116.14
23019,1626.7,130.33,5249.4,450.23,3595.22
23021,1922.3,145.7,5958.9,504.28,3941.93
23023,21173,273.32,10598,1536.9,10577.88
23025,2660,183.77,6784.3,604.4,5352.907
23027,14706,251.26,8673,1109.4,8317.854
23029,763.48,85.097,5899.7,409.85,3415.471
23031,21222,393.09,20972,2843.1,22515.83
24001,37525,2079.7,34713,4162.4,25065.27
24003,237040,2567.7,61389,13580,88750.77
24005,254580,4786.9,86596,17333,151699.1
24009,69315,2442.8,34014,5461.7,32555.08
24011,45089,3231.9,51490,6118.1,97195.17
24013,96653,4424.2,59268,9855.5,116195.3
24015,76347,4941.7,61521,10802,118161.5
24017,97936,1734,39375,6093.3,47869.3
24019,33732,2721.4,45344,4611.6,57451.25
24021,166260,4460.5,72923,13120,141177.7
24023,42565,2063.9,34512,3696.4,22627.06
24025,191100,4286.6,68836,13585,119260.2
24027,513370,2838.9,105930,27496,278885.9
24029,62519,3387.8,46826,7165.7,114955
24031,450250,2569.4,100460,24321,245056
24033,434930,2501.4,93471,23335,174285.3
24035,42722,2998.9,38424,5230.7,79783.01
24037,63129,1910,31528,4587.9,34136.02
24039,24074,1626.6,33582,3005.9,35966.61
24041,37038,2517,36164,4397.5,62323.42
24043,58618,4696,55691,8460.2,50036.95
24045,28217,2136.2,38890,3973.2,44823.29
24047,22592,2044.1,35496,3494.6,25494.25
24510,379010,2732.2,89919,21125,96722.27
25001,8473,439.01,22043,3560.9,38551.16
25003,88007,969.16,28504,5318.9,69200.73
25005,100720,758.1,45996,9367.4,127685.2
25007,15045,678.67,17072,2527.1,19807.74
25009,133750,423.41,34346,7647.9,55616.32
25011,109230,617.1,30778,6188.6,90807.19
25013,121410,534.96,32530,6699.9,66097.6
25015,130530,670.05,33371,7258.9,108499.2
25017,279850,690.58,76936,16734,163389.5
25019,7155.1,1040.9,12253,2298.6,7429.571
25021,215110,616.71,49702,12218,101153.2
25023,124750,582.79,50225,10319,165688.8
25025,268310,775.66,48776,13377,62188.31
25027,246060,555.99,72768,13403,198517.2
26001,25652,1909.8,20257,1784.7,7304.074
26003,11301,1878.4,19928,1166.4,3209.477
26005,17487,7101,47172,5080.2,88311.77
26007,20573,1887.4,22582,1688.1,12097.58
26009,32005,2319.6,25144,2185.2,19007.78
26011,16841,2417,22442,1749.8,16602.11
26013,22492,2349.5,16684,1122.1,4273.581
26015,19888,4913.8,36733,3530.1,57581.36
26017,17267,4085,31371,3500.2,57282.68
26019,31239,2997.7,22153,1934.3,13965.43
26021,23801,5660.4,39733,3995.7,56503.12
26023,22469,5139.5,38852,3745.4,65261.11
26025,24289,6096.6,43610,4788.4,67356.18
26027,17736,5052.8,37102,3475.9,61969.39
26029,30533,2177.1,24074,2082,16109.58
26031,23681,1945.7,22903,1781.8,13337.95
26033,11165,1622.6,19721,1152.1,4723.387
26035,32244,2782.5,24600,2295.3,20893.17
26037,27072,5025,37457,4191.4,74341.09
26039,52139,2422.6,25061,2444.1,9209.093
26041,13010,2355.2,18586,1139.7,7285.223
26043,15881,2656.2,18901,1265.7,6467.949
26045,25890,6537.8,45680,5526.6,91178.04
26047,35510,2014.5,23856,2253.9,20839.03
26049,61978,6391.2,45709,6467.8,72009.96
26051,26512,2649,23838,2127.9,21954.21
26053,20555,2667.5,17156,1159.3,3351.316
26055,45780,2806.2,23788,2565.1,28046.03
26057,20979,3958.3,31066,2940.7,56815.24
26059,31273,5769.5,41939,4445.9,74176.59
26061,18553,2299.8,16157,1019.9,5267.281
26063,14106,2533,22557,1581.2,28661.47
26065,47414,7284.4,46077,6049,75828.73
26067,20189,4826.3,35571,3645.8,65088.18
26069,20538,1989.6,20672,1525.5,11066.1
26071,13506,2772,18274,1120.2,4038.479
26073,18787,4345.2,30828,3109.9,52152.92
26075,45577,6591.9,47950,5881.4,86445.3
26077,18934,6236.6,43320,4892,60960.94
26079,42119,2848.5,27032,2624.6,14571.56
26081,16617,8505.2,53761,6516.8,66860.7
26083,7464,1985.8,18070,1055.2,1351.313
26085,16494,3836.9,26557,2405.4,9589.91
26087,60870,5446.6,42159,5804.7,117725.9
26089,26787,2631.4,21416,1791.6,14623.25
26091,56367,9285.6,62620,8844,161991
26093,121220,7252.3,48229,7718.6,120168.7
26095,9098.4,1703.6,18915,1042.5,2759.096
26097,10922,1803.5,20307,1183,4215.882
26099,297220,2557.2,49637,11347,93262.3
26101,31670,3370.9,23675,2336.5,12719.82
26103,19156,2288.7,17211,1118.5,5354.467
26105,14638,3669.5,25315,2129.2,16950.02
26107,16890,3966,28407,2552.5,34149.17
26109,8895.6,3411.3,21310,1464.4,9083.537
26111,19884,4230.5,32007,3529.8,50164.35
26113,25709,2725.8,22036,1801.5,9885.912
26115,126040,4288.1,48201,7269.2,135383
26117,16613,7582.2,48426,6099.2,109428.7
26119,19530,2072.5,23207,1669.9,6707.524
26121,14299,6418.7,41663,5167.7,53720.85
26123,14605,5196.7,34328,3597.4,45247.6
26125,462260,6875.1,67233,15786,160855.8
26127,13188,4283.7,27534,2574.9,23281.99
26129,39328,2356.9,22120,1988.3,16582.32
26131,14625,2418.7,16311,954.34,3689.642
26133,18135,3092.9,24670,2000.7,18974.41
26135,25257,2039.6,20050,1472.2,5768.184
26137,24099,2166.5,23979,1833.5,10888.02
26139,15394,6618.5,43722,5447.3,62911.31
26141,15785,1802,21468,1472.2,6114.979
26143,32500,2313.9,21408,1718.7,11707.22
26145,28455,5853.6,41504,4916.2,82884.67
26147,196520,2318.1,44657,8124.3,139255
26149,16646,5233.4,38331,3700.9,61757.76
26151,25201,3257.8,28887,2654.2,51802.06
26153,11679,1943.1,20724,1228.9,3543.384
26155,41040,4865.6,37648,4545.4,83319.95
26157,25697,3530.8,29474,2794.2,54555.25
26159,17269,5450.4,38626,3809.8,59108.09
26161,128830,6867.9,49583,7791.7,80083.48
26163,399310,3088.1,68436,15562,86262.48
26165,29519,3437.9,23222,2272.7,16517.19
27001,4585.8,4796.1,24541,1352.4,4605.718
27003,4663.3,44050,124950,19719,106981.9
27005,3009.2,6371.1,26835,1689.9,15450.64
27007,4012.9,4109.2,24125,1112.9,3081.066
27009,4049.5,8327.8,33614,2619.5,34526.67
27011,2398.3,4276.8,9239.2,1026,19463.56
27013,4272.4,8203.1,33694,2560.8,41754.29
27015,3795.9,7248.8,30608,2218.9,38294.63
27017,4876.5,4972.7,25442,1389.5,2033.004
27019,4384,12099,43246,4944,71855.39
27021,3882.6,4795.1,23865,1326,5381.236
27023,3249.7,6188.2,27108,1823.2,31416.18
27025,4798.5,10324,39458,3652.5,28512.86
27027,2546.5,5544,24352,1442.2,20006.66
27029,3821.9,5125.6,26765,1505.5,6382.094
27031,7073.7,2658,22363,915.17,1337.223
27033,3576.6,6031.8,27565,1695.8,31994.19
27035,4018,6957.2,29695,2024.9,5771.475
27037,4964.2,27062,82449,10388,110528.2
27039,5344.4,7699,32973,2671.3,39124.16
27041,3257.5,6068.9,26764,1754,24423.79
27043,4422.6,6402.5,29345,1907.1,39241.53
27045,6386.4,9421.2,38695,3031.1,53677.13
27047,4892.2,7462.5,32344,2360.5,46121.95
27049,5419,15075,52546,5024,85696.87
27051,2856.1,4772.6,22974,1242.6,21189.87
27053,4563.9,43080,122550,17650,95626.23
27055,6623.2,6180.6,27529,2586.7,33760.04
27057,3421.1,4705.1,23167,1218.9,5392.8
27059,4580.4,11810,43344,3775.2,42640
27061,8047.9,4056.5,25113,1199.9,3221.75
27063,3630.1,6308.5,29080,1905.8,36350.18
27065,4488.4,6578.1,30065,2056.4,25880.4
27067,3559.3,7013.4,29818,2021.6,28793.59
27069,2766.1,3460.7,21283,836.87,10825.33
27071,7544,3080.2,21779,898.73,1018.938
27073,2919.3,5705.9,25509,1574,32243.59
27075,9443.5,3002.7,23315,1007.5,1322.587
27077,3682.4,3010.2,20626,785.02,2993.501
27079,4460.5,7271.9,31450,2370,36277.1
27081,2475.6,4636.6,9624.2,1229.3,21661.35
27083,3188.2,5953.6,26754,1662.3,20759.71
27085,4050.3,8014.5,32797,2618,38828.12
27087,3665,4299,24732,1152.1,18577.84
27089,3040.5,3981.9,22886,1048.9,13439.1
27091,4001.9,6719.7,29628,2020.1,40233.62
27093,3847.6,9155.3,35551,2940.7,53367.98
27095,4290.6,6897.8,30695,2127.8,25477.07
27097,3939.9,8307.6,33359,2399.5,34692.96
27099,5546.8,7622.7,33188,2443,35047.13
27101,2776.7,4940.7,10108,1353.2,21659.46
27103,4038,7829,32369,2637.9,39298.88
27105,2794.9,5051.9,10218,1414.3,23881.01
27107,3254.9,4447.9,24882,1145.2,18747.88
27109,5891.4,9578.7,38456,3220.3,34481.22
27111,3059,5134.8,24078,1399.3,20573.79
27113,3282.5,4822.2,25072,1496.7,17471.36
27115,4807.5,6319.2,29663,1756.1,17219.53
27117,2500.6,4697.7,9675.5,1262.5,22632.45
27119,3564.1,4445.7,24665,1232.7,12831.1
27121,3300.1,6529.7,28056,1916.8,37637.38
27123,4804.6,29657,88373,14674,44590.43
27125,3291.4,5014,25623,1686,20558.42
27127,3500.2,6732.5,29121,1891.6,31009.4
27129,3619,6913.5,29652,1938,33450.02
27131,4832.6,9230.7,36803,3089.4,36749.34
27133,2514.7,4796.4,9785.3,1294.3,22952.66
27135,3204.2,3335.1,21277,867.14,9105.131
27137,11837,3333.5,23852,1106.1,3914.223
27139,4545,13238,46263,5333.2,57302.23
27141,4231.8,15154,51269,5311.4,39125.51
27143,4114.6,8295.7,33635,2679.8,49243.34
27145,3761.2,10279,38618,2845.1,33682.74
27147,4950.4,7980.1,33274,2801.2,40814.78
27149,3025.2,4961.5,23718,1357.3,25799.38
27151,3208.1,6273.6,27247,1796.6,30076.13
27153,3546.8,6305.4,27732,1755.7,27337.08
27155,2647.1,4369.5,21748,1078.7,17959.14
27157,6000.5,10119,40183,3512.8,62301.61
27159,3470.2,4927.8,23912,1346,11206.54
27161,4665.2,7438.2,31979,2488.3,48291.29
27163,4991.3,24838,76534,10379,85309.52
27165,3906.5,6057.7,27847,1810.8,33085.5
27167,2604.2,4817.6,22682,1236.3,19812.5
27169,6821.8,8528.9,36463,2825.4,29634.87
27171,4228.1,29320,87616,10857,110680.8
27173,3132.7,6200.9,27142,1749.3,32053.6
28001,3697.6,2704.5,17472,1500.2,34650.52
28003,37674,2703.4,26844,2611.5,64296.97
28005,3398.1,2732.1,16831,1572.1,40698
28007,4759.7,3111.9,19165,1450.3,36624.11
28009,30287,2982.7,25122,2163.3,53621.89
28011,5870,3591.1,24047,1614.9,33592.9
28013,11130,3084.8,20084,1629.2,41845.38
28015,5088.5,3497.8,20126,1678,39514.37
28017,7549.4,3055.8,20417,1714.8,44145.14
28019,5410,2894.8,18772,1451.3,29922.36
28021,3550.4,2754.5,16902,1260.9,30593.53
28023,6980.6,2754.4,20466,1735.6,43454.46
28025,7238.9,3210.7,22338,2255,57227.05
28027,6445.9,3824.1,25040,1810.3,41432.16
28029,3907.7,3059.3,19755,1633.1,39010.82
28031,5303.9,2519.6,17929,1448.3,36504.22
28033,9336.4,4855.4,30795,3334,74646.91
28035,7873.7,2955.6,19864,2281,48537.17
28037,3753.4,2661.8,17368,1298.9,32168.38
28039,22233,1604.4,14987,1564.1,40151.28
28041,11826,1924,14441,1285.2,32902.71
28043,9661.4,2941.9,18408,1401.3,33382.65
28045,19601,2287.8,18433,2070.6,43069.34
28047,41756,1622.6,18673,2551.3,47797.1
28049,3828.7,5525.4,31452,3391.8,78379.86
28051,4470.5,3175.3,19092,1436.6,34473.4
28053,3943.6,2756.4,16560,1100.9,25505.63
28055,3440.3,2889.5,16217,1206.9,22948.03
28057,9642.3,3303,23734,2191.8,55615.6
28059,54204,1499.6,21525,3038.9,64279.05
28061,5589.7,2552.3,18105,1326.1,32957.31
28063,3626.4,2582,16502,1175.8,27913.79
28065,4925,2711.1,18586,1602.4,40134.31
28067,6172.1,2812.7,20340,1737.9,42571.08
28069,6814.5,2682.6,19600,1641.1,42380.13
28071,16475,3140.3,20488,1616.3,38215.91
28073,6636.1,3152.7,20607,2379.3,57355.93
28075,6637.3,2821.5,20463,1676.9,39476.7
28077,4429.6,2590.1,17672,1407,35989.71
28079,4692.7,3205,20083,1714,43956.48
28081,10097,3548.2,24392,2522.9,61563.58
28083,4415.4,3272,19074,1478.6,31577.63
28085,3996.1,2745.5,18246,1473.2,36243.96
28087,8252.9,2906.7,21227,1862.5,44910.23
28089,4151.9,4285.1,25053,2463.8,53194.74
28091,5050.2,2955.2,19090,1978.5,50120.97
28093,19227,3472.1,25625,1937.3,48326.68
28095,8295.3,3296.2,23522,2071.3,52034.88
28097,5544.2,2883.4,18122,1306.3,32242.51
28099,5274,2815.7,18780,1417.8,31157.25
28101,5350,2577,17783,1246.7,31312.16
28103,7283.8,2395.7,17846,1253.3,31179.8
28105,6527.5,2765.8,19385,1603.3,39060.05
28107,10089,3776.7,25868,1939.4,46531.97
28109,21168,3750.3,28960,3523.9,87702.5
28111,8103.8,2513.3,17015,1695.6,43646.54
28113,3781.1,2533.5,16047,1565,38905.78
28115,13629,3403.1,23409,2385.3,60594.67
28117,30446,2883.1,22643,2327,59388.71
28119,7895.3,3720.7,25516,1940.6,41614.86
28121,4224.6,5547.1,31268,3494.5,78820.93
28123,4674.5,2876.3,18501,1397.1,34475.8
28125,3616.2,2767.5,16427,1100.3,22186.12
28127,4389.8,2944.4,19418,1530.7,38917.09
28129,4894,2717,18344,1365.6,35409.64
28131,48917,1744.4,19879,2957.2,75745.09
28133,3987.8,3467.5,19798,1548.7,30200.63
28135,5179.8,3286.7,19230,1410.7,30968.38
28137,10429,4714,30066,3073.3,77362.81
28139,27530,3022.3,25730,2167.6,54227.75
28141,22111,2865.3,21838,1943.6,49140.79
28143,7464,3941.3,25760,1986.2,42553.5
28145,16744,3036.1,21085,1912.6,48811.39
28147,4341.9,2590.2,16419,1690.5,42765.91
28149,3563.1,2908,17930,1397.3,30100.06
28151,3551.9,3239.2,18327,1344.5,27747.2
28153,7779,2552.4,19622,1594.1,40866.86
28155,6253.3,2948.1,19026,1441.5,36761.62
28157,3837.1,2685.3,17771,1485.9,35692.63
28159,5468.8,2934.2,19311,1482,36900.92
28161,11106,3042.2,19153,1491.9,35068.88
28163,3920.4,3743.6,21509,1825,40985.58
29001,5207.1,5116.9,25177,1615,34050.52
29003,2312.9,6426.1,9159.4,2347,49688.06
29005,3147.4,4750.5,8864.5,1330.1,22482.31
29007,7560.4,5567.7,27653,1908.5,45001.31
29009,4624.3,5510.3,26258,1944.6,42394.72
29011,4244.2,5727.6,24941,1985.6,39618.36
29013,2893.5,7003.5,10165,2193.3,42154.35
29015,5340.2,5309.3,24534,1630.9,34756.16
29017,7841.4,4910.6,27667,2267.4,53390.16
29019,6774.2,5871.1,26285,2146.1,39292.44
29021,2316.2,6827.8,9539.8,2573,42822.27
29023,6919,4571,25998,1925.3,38164.93
29025,2739.9,4939.1,8067.3,1532.6,35239.01
29027,7606.2,6291.8,27931,2340.4,50542.06
29029,6001.5,5319.4,25333,1743,37484.76
29031,7931.4,5490.7,30136,2800.2,54825.19
29033,3193.1,5523.9,8420.5,1816.2,33766.3
29035,7492.1,4335.1,23460,1565.1,35006.95
29037,2802.1,16372,18298,6239.9,120287.9
29039,4730.2,5327.5,24336,1669.4,34548.84
29041,3578.3,5856.2,8832.2,1973.1,41957.95
29043,5085.5,6959.2,30818,3258.1,69201.64
29045,6527,5606.1,26980,1959.5,46974.82
29047,2608.5,18461,19708,9054.8,136958.8
29049,2526.7,6531,9358.2,2326.2,49187.92
29051,6965.3,5449.4,25738,1990.2,38787.41
29053,5968.7,5148.2,24071,1648.4,30185.91
29055,9400.5,5984.5,26115,2108.9,43489.84
29057,4746.4,5397.7,24858,1812.7,36519.29
29059,5524.2,5212.9,25098,1702.6,38058.25
29061,2645.2,4748.6,7888.5,1420.9,28908.66
29063,2456.4,5445.1,8397.6,1772.8,37686.4
29065,8086.3,5183.5,27032,1839.6,41175.71
29067,5801.9,4824.9,25476,1555.2,35159.55
29069,7255.3,4362.8,26450,2048.2,47031.49
29071,12756,7153.9,28754,2555.4,53891.14
29073,8406.9,5283.9,26168,1825.3,39644.88
29075,2453.8,4860.7,7910.2,1427.9,31218.23
29077,5078.6,7037,29756,2869.3,49589.92
29079,2858.2,4418,7628.8,1325.8,28024.35
29081,2623.1,4662.5,7788.3,1362.3,30960.28
29083,4696.9,5774.8,25129,1774.3,36550.96
29085,5340.4,5040.7,24150,1510.2,32596.27
29087,2165,4733.1,7631.1,1431.4,23501.95
29089,3946,5337.4,8791,1840.8,41420.27
29091,6359,4621,26343,1634.2,35339.7
29093,12659,5333.3,26082,2183.9,48169.13
29095,2694.4,18530,20044,7787.1,92728.61
29097,4308.2,5882.5,25669,2097.7,37995.33
29099,63754,8111.1,33133,3943,77676.77
29101,3094,8893.6,11749,2787.1,57868.16
29103,6005.7,5076.5,25542,1604.7,35968.76
29105,5999.1,5489.4,26286,1876.3,38080.36
29107,3009.1,7195.8,10122,2362,46455.81
29109,4687.9,5356.2,25137,1778.9,36682.81
29111,6980.7,5656.4,27421,1974.4,45267.54
29113,9899.6,7007.8,32253,2761.8,63589.84
29115,3313.8,4922.4,8241.6,1502,33195.91
29117,3012.6,5082.8,8224.8,1631.7,35473.61
29119,4270.4,5206.8,24817,1798.1,39463.55
29121,5609.1,5650,26799,1844.6,41577.19
29123,11801,7461.7,32422,2820.1,60203.9
29125,7255.5,5197.3,25821,1762.9,40539.18
29127,7551.3,5693.4,27921,2020.5,45517.6
29129,4480.9,4377.9,8946.1,1250.8,29256.18
29131,6507.4,5701.7,26467,2053.5,45779.13
29133,8202.2,4223.4,25539,1967.5,33433.36
29135,6338.9,5137.2,24411,1734.8,35272.81
29137,7061.2,5564.3,27296,1891.5,43593.73
29139,8552.5,6087.6,29540,2187.6,44902.77
29141,5952,5187.7,24572,1620,35533.7
29143,7705.5,4356.7,25208,1928,38547.77
29145,4321.9,5886.8,26119,2172,44947.02
29147,3490,5092.7,9260.5,1467.4,26696.1
29149,6169.2,4732,24377,1652.5,36391.09
29151,7406.9,5762.5,26843,2119.1,47631
29153,5763.9,4652.9,25377,1510,33787
29155,7698.7,4696,27169,2406.7,48383.1
29157,8527.2,20155,64142,9900.6,218982.5
29159,3506.7,5822.1,9179.8,1750.7,36105.54
29161,7385,5267.9,26513,1881.6,37521.2
29163,9200.4,6470.5,30622,2405.1,55090.02
29165,2410.6,10157,12487,4340.9,71114.09
29167,5165.5,6832.6,28810,2702,59823.13
29169,6452.8,5136.8,25617,1743.8,36032.57
29171,5049.2,4579,9241.4,1411.8,31411.48
29173,8321.4,6147.7,29368,2270.7,52590.28
29175,4118.9,4926.9,8519.8,1567.7,35090.5
29177,2820.4,8947.2,11588,3440.5,78770.94
29179,10665,4377.8,23240,1616.7,33747.1
29181,6572.5,4496,24947,1812.1,41896.16
29183,13566,12978,49128,6363.2,101293.6
29185,4756.9,5592.5,24868,1709.8,38493.87
29186,15269,6756.6,29314,2817.3,60616.21
29187,15971,14185,48301,6524.4,136453.5
29189,11723,20530,64579,9681.6,112937.8
29195,3464,5647.4,8648.8,1858.5,37087.07
29197,4980.2,4919.4,24570,1524.8,34789.95
29199,5590.1,5101.8,25359,1611.2,38774.85
29201,7888.5,4448.4,26006,2087,42556.22
29203,8139.2,4633.4,26337,1586.7,35858.85
29205,6534.8,5250.2,26311,1714.7,42376.69
29207,7476.9,4929.3,27956,2246.1,49327.83
29209,4898.1,5678.8,27040,2254.3,50106.99
29211,3153.1,4958.6,8194.9,1518.1,32398.65
29213,5224.6,5436.6,27833,2290.6,43638.4
29215,6756.5,4875.9,25956,1602.8,36373.96
29217,4206.3,5548.9,24440,1640.3,35093.73
29219,9684.1,6476.8,30865,2556.5,55126.91
29221,57503,6157.6,28152,3133.8,72092.92
29223,7413.3,5054.3,26150,1869.7,42165.52
29225,5504.6,5060.3,25217,1678.2,36066.48
29227,3758.2,4591.2,8893.3,1282.8,30198.69
29229,5945.2,5056.5,25750,1674.4,36707.03
29510,13140,22069,67899,9402.2,87494.43
30001,1969.2,3035.4,21633,711.81,13833.74
30003,2319.2,3706,10461,846.33,10780.23
30005,1657.4,3016.6,9197.1,600.26,14930.77
30007,1747.8,2689.5,19517,603.65,14155.91
30009,1666.6,4369.2,14904,901.25,20835.28
30011,1468.9,2741,15612,511.2,12290.51
30013,1555.6,2768,19685,774.15,17428.91
30015,1527.3,2514.3,18189,634.54,14250.07
30017,2192.1,3642.3,10314,728.52,14816.31
30019,1948.7,3245.4,9579.2,646.37,16121.36
30021,2146.5,3631.5,10204,742.63,18578.42
30023,1859.8,2880.7,20650,830.16,18302.08
30025,2286.3,3715.7,10494,738.35,16245.75
30027,1770,2554.8,18615,564.79,13621.31
30029,1856,2127.2,16715,580.71,13348.44
30031,1927.8,3197.7,22008,782.5,16360.77
30033,1944,3265.5,9662.8,640.45,14922.39
30035,1228.6,2134.4,16422,602.76,14222.63
30037,1965.4,2846.2,20263,634.14,13867.07
30039,1555.5,2703,19859,726.03,15495.02
30041,1428.2,2126.3,16023,494.06,10274.44
30043,2365.5,2770.3,20033,704.04,14429.07
30045,1699.3,2525.5,18486,559.45,13666.07
30047,1403.9,2770.2,20542,900.36,22170.11
30049,1490.1,2722.2,19552,739.19,16060.77
30051,1354.1,2067.6,15714,485.14,11121.05
30053,2055.9,1360.4,4839.8,461.2,9473.46
30055,2025.2,3426,9881.1,681.37,17105.64
30057,1827.5,3176,22118,786.78,17380.04
30059,1713.7,2839.7,20222,732.59,16870.87
30061,1168.5,1453.2,4988,395.14,8329.756
30063,1660.6,2765.8,20483,779.47,15881
30065,1971.7,3576.3,10190,969.43,23696.92
30067,2022.4,3258.7,22173,803.17,17905.28
30069,1847.7,3153,9462.6,624.67,14425.02
30071,1727.9,3090.4,9319.6,603.13,13106.96
30073,1325.2,2130.7,16177,518.94,12184.01
30075,1730.8,2537,14814,479.7,12023.79
30077,1505.5,2617,19100,693.15,13612.18
30079,2137.7,3640,10230,748.54,16367.84
30081,1653.4,2891.1,21112,707.58,17506.33
30083,2143.8,3615.5,10148,748.87,18252.7
30085,2064,3490.5,9926.1,717.54,14589.37
30087,2190.5,3541.4,10157,714.93,12191.08
30089,1518.9,1464.1,5030.4,467.57,10959.68
30091,2075.7,3408.9,9825.7,699.63,16962.81
30093,2300.4,2920.6,20864,855.26,11198.81
30095,2111.9,3215.1,22215,785.04,14158.71
30097,2044.5,3159,21654,731.59,10763.15
30099,1396.7,2413.4,17752,646.42,15679.68
30101,1304.8,2029.9,15524,480.05,9831.791
30103,2106.6,3385,9931.5,695.32,10732.51
30105,1887.2,3229.8,9548.8,639.44,13428.52
30107,1861.3,2748.2,19752,600.04,14367.98
30109,2241.2,3655.2,10363,744.33,16473.64
30111,2084.1,3638.4,10289,923.28,20042.65
31001,2317.5,4522.9,9659.6,1503.3,31500.05
31003,1924.5,3586.1,6966.7,879.65,19649.31
31005,2077.2,3208.3,7586.6,741.7,16458.76
31007,3274.8,4987.4,11709,1144.5,28548.82
31009,2034.7,3362.2,8049.9,731.64,11037.25
31011,2050.9,3690.8,7178.8,930.01,20976.79
31013,1845.3,3120.1,17285,656.92,12973.71
31015,1938.8,3912.1,8571.6,922.33,22186.71
31017,2002.5,3427.5,8076,741.51,17771.82
31019,2202.5,4965.9,10053,1581.6,34993.05
31021,2465.9,4530.3,8260.1,1359.5,30073.14
31023,2415.1,4509.9,8203.4,1291,29382.99
31025,2858.4,6125.2,9912.1,2101.1,48975.81
31027,2026.3,4139,7525.6,1119.9,25262.29
31029,2109.8,3278.8,7580.5,829.59,16324.13
31031,1962.8,3113.6,7587.8,650.93,11694.78
31033,2504.4,3112,7388.1,733.66,15975.24
31035,2347.5,4069.7,7983,1246.7,26446.47
31037,2340.3,4360.2,8008.9,1190,24553.73
31039,2308.2,4320.8,7945.8,1212.8,23346.77
31041,2081,3999.1,8701.2,963.72,22356.34
31043,2228.8,4444.8,7979.4,1308.1,25929.03
31045,1764.7,3264.7,17610,684.23,14855.38
31047,2118.1,3947.6,8589.4,981.72,19335.58
31049,2280.5,3083.7,7378.7,728.33,16357
31051,2142.7,4247.8,7739.8,1185.6,25557.14
31053,2478.6,5033,8676.6,1619.6,35283.54
31055,2726.4,9388.6,12558,4769.9,75765.51
31057,2132.8,3324.3,7594.2,836.44,15977.6
31059,2470.4,4067.1,8006.1,1138.6,27926.71
31061,2278.1,4037.5,8914.1,1102.7,26328.49
31063,2106.9,3602.3,8205,878.44,21098.35
31065,2169,3570.6,8318.3,875.12,21135.04
31067,2851.8,4691.2,8829.5,1310.4,31756.7
31069,2216.1,2988.6,7295.7,673.88,13774.77
31071,2131.1,3765.9,8573.2,870.66,20385.55
31073,2140.2,3577.3,8278.3,871.91,20819.84
31075,2051.5,3001.8,7409.2,643.54,6746.591
31077,2229.3,4148.8,9045.1,1035.9,25780.29
31079,2287.5,4402.4,9702.2,1453.3,31458.48
31081,2244.7,3830.5,7594.6,1053.3,21445.06
31083,2222.1,3850.6,8624.2,999.99,23451.43
31085,2090.1,3310.3,7798.5,769.92,17505.26
31087,2108.5,3276.1,7764.4,765.99,17991.06
31089,1952,3991.1,8630.2,919.85,18272.36
31091,2015.3,3126.6,7615.8,676.91,8068.544
31093,2256.9,4150.9,9146.3,1086,26943.16
31095,2702.1,4461.3,8522.4,1288.4,30355.91
31097,2978.1,4697.9,8807.5,1298.6,32087.4
31099,2247.7,3921,8825.6,1056.6,24942.21
31101,2090.1,3222.3,7633.4,753.03,14302.49
31103,1812.9,3489.6,8059.4,749.37,16663.77
31105,3770.1,4300.3,11193,879.74,19756.94
31107,2110.2,4321.3,9080,1053.3,25487.31
31109,2701.3,6370.8,10124,2206.8,47256.01
31111,2046.5,3609.1,8098,852.64,15989.22
31113,2029.5,3344.7,7901.3,755.45,16499.66
31115,2077.4,3581.9,8328.4,809.52,19460.83
31117,2035.7,3236.2,7713.8,718.55,12318.19
31119,2088.6,4123.5,7584.8,1153.1,25533.68
31121,2223.7,3971.5,7662.9,1146.2,24004.87
31123,2314.2,3222.1,7400.2,772.48,15764.67
31125,2141.6,3833.6,7424.9,1050.4,25931.92
31127,2992.8,4816.2,8848.1,1333.4,28492.82
31129,2426.2,3921.9,7812.9,1034.2,25680.88
31131,2970.2,5119.4,9119.8,1498.6,36668.37
31133,1911.6,4146.6,7047.2,1145.3,28184.03
31135,2081.9,3287.9,7681.4,797.91,17496.16
31137,2188,3835.9,8606.1,986.7,21430.37
31139,1991.1,3961.1,7365.1,1079.9,24931.26
31141,2211.8,4245.2,7790.6,1192.8,26888.97
31143,2284.5,4015.9,7720.5,1101.4,23265.55
31145,2128.1,3552.5,8143.7,879.49,20774.22
31147,2050.8,4862.4,7690.3,1468.3,30383.6
31149,2044,3586.9,8282.4,795.27,18499.4
